Item,Color,Utterance,Typicality,CI.low,CI.high,UtteranceType
avocado,black,yellow banana,0.019,0.00857142857142857,0.0328571428571429,color-and-type
avocado,black,yellow pear,0.085,0.0315384615384615,0.144615384615385,color-and-type
avocado,green,black avocado,0.266,0.226559375,0.30494375,color-and-type
avocado,green,black pepper,0.042,0.00846153846153846,0.0830961538461538,color-and-type
avocado,green,blue apple,0.051,0.0241458333333333,0.0808541666666666,color-and-type
avocado,green,blue banana,0.016,0.00181818181818182,0.0354545454545455,color-and-type
avocado,green,brown banana,0.017,0.00333333333333333,0.035,color-and-type
avocado,green,brown carrot,0.022,0.0055,0.046025,color-and-type
avocado,green,green apple,0.06,0.00818181818181819,0.127272727272727,color-and-type
avocado,green,green avocado,0.966,0.949559375,0.9788125,color-and-type
avocado,green,green pear,0.019,0.00363636363636364,0.0372727272727273,color-and-type
avocado,green,green pepper,0.14,0.0664107142857143,0.228607142857143,color-and-type
avocado,green,green tomato,0.087,0.0366666666666667,0.148333333333333,color-and-type
avocado,green,orange carrot,0.006,0.001,0.013,color-and-type
avocado,green,orange pear,0.021,0.00266666666666667,0.0493333333333333,color-and-type
avocado,green,orange pepper,0.036,0.00428571428571429,0.0892857142857143,color-and-type
avocado,green,purple carrot,0.153,0.0379166666666667,0.3067,color-and-type
avocado,green,purple tomato,0.025,0.00363636363636364,0.0518409090909091,color-and-type
avocado,green,red apple,0.031,0.00785714285714286,0.0700178571428571,color-and-type
avocado,green,red avocado,0.198,0.1632421875,0.2341265625,color-and-type
avocado,green,red pepper,0.038,0.0105263157894737,0.0710526315789474,color-and-type
avocado,green,red tomato,0.065,0.0186666666666667,0.138,color-and-type
avocado,green,yellow banana,0.052,0.007,0.13,color-and-type
avocado,green,yellow pear,0.023,0.006234375,0.041875,color-and-type
avocado,red,black avocado,0.312,0.2688734375,0.35506875,color-and-type
avocado,red,black pepper,0.065,0.01625,0.145,color-and-type
avocado,red,blue apple,0.017,0.00272727272727273,0.0436363636363636,color-and-type
avocado,red,blue banana,0.043,0.00842105263157895,0.0868421052631579,color-and-type
avocado,red,brown banana,0.028,0.00545454545454545,0.0581818181818182,color-and-type
avocado,red,brown carrot,0.048,0.0225,0.0780125,color-and-type
avocado,red,green apple,0.042,0.0180952380952381,0.0700119047619047,color-and-type
avocado,red,green avocado,0.252,0.21574375,0.2908765625,color-and-type
avocado,red,green pear,0.035,0.01,0.0641666666666667,color-and-type
avocado,red,green pepper,0.089,0.04,0.150909090909091,color-and-type
avocado,red,green tomato,0.036,0.0104545454545455,0.0705113636363636,color-and-type
avocado,red,orange carrot,0.058,0.01875,0.100625,color-and-type
avocado,red,orange pear,0.064,0.025702380952381,0.111904761904762,color-and-type
avocado,red,orange pepper,0.052,0.0246153846153846,0.0846153846153846,color-and-type
avocado,red,purple carrot,0.051,0.005,0.11375,color-and-type
avocado,red,purple tomato,0.114,0.02625,0.22503125,color-and-type
avocado,red,red apple,0.157,0.0156964285714286,0.329285714285714,color-and-type
avocado,red,red avocado,0.848,0.8076234375,0.8841265625,color-and-type
avocado,red,red pepper,0.187,0.054984375,0.35565625,color-and-type
avocado,red,red tomato,0.108,0.0141029411764706,0.244735294117647,color-and-type
avocado,red,yellow banana,0.033,0.00846153846153846,0.0623076923076923,color-and-type
avocado,red,yellow pear,0.041,0.0142857142857143,0.0728571428571429,color-and-type
banana,blue,black avocado,0.041,0.013,0.071,color-and-type
banana,blue,black pepper,0.036,0.006,0.0753333333333333,color-and-type
banana,blue,blue apple,0.082,0.0314875,0.1445375,color-and-type
banana,blue,blue banana,0.916,0.8773125,0.9481296875,color-and-type
banana,blue,brown banana,0.148,0.121,0.1757515625,color-and-type
banana,blue,brown carrot,0.028,0.00166666666666667,0.075,color-and-type
banana,blue,green apple,0.02,0.00951190476190476,0.0338214285714286,color-and-type
banana,blue,green avocado,0.005,0.00142857142857143,0.00928571428571429,color-and-type
banana,blue,green pear,0.025,0.005,0.0541875,color-and-type
banana,blue,green pepper,0.014,0.0025,0.033125,color-and-type
banana,blue,green tomato,0.017,0.00625,0.028765625,color-and-type
banana,blue,orange carrot,0.025,0.0107142857142857,0.0407142857142857,color-and-type
banana,blue,orange pear,0.018,0.0075,0.0316666666666667,color-and-type
banana,blue,orange pepper,0.037,0.0135294117647059,0.0694264705882353,color-and-type
banana,blue,purple carrot,0.024,0.00363636363636364,0.0509090909090909,color-and-type
banana,blue,purple tomato,0.001,0,0.00428571428571429,color-and-type
banana,blue,red apple,0.027,0.009975,0.048,color-and-type
banana,blue,red avocado,0.041,0.0179833333333333,0.0700166666666667,color-and-type
banana,blue,red pepper,0.008,0,0.019,color-and-type
banana,blue,red tomato,0.014,0.00357142857142857,0.0257142857142857,color-and-type
banana,blue,yellow banana,0.149,0.12418125,0.176503125,color-and-type
banana,blue,yellow pear,0.014,0.00333333333333333,0.0273333333333333,color-and-type
banana,brown,black avocado,0.009,0,0.0177777777777778,color-and-type
banana,brown,black pepper,0.032,0.0145961538461538,0.0530961538461538,color-and-type
banana,brown,blue apple,0.126,0.0127272727272727,0.250931818181818,color-and-type
banana,brown,blue banana,0.151,0.1239375,0.178765625,color-and-type
banana,brown,brown banana,0.909,0.8758109375,0.937278125,color-and-type
banana,brown,brown carrot,0.053,0.0188611111111111,0.0967083333333333,color-and-type
banana,brown,green apple,0.016,0.00142857142857143,0.0364285714285714,color-and-type
banana,brown,green avocado,0.021,0.00846153846153846,0.04,color-and-type
banana,brown,green pear,0.023,0.00525,0.04475,color-and-type
banana,brown,green pepper,0.004,0,0.008,color-and-type
banana,brown,green tomato,0.003,0,0.00571428571428571,color-and-type
banana,brown,orange carrot,0.02,0.0055,0.0435125,color-and-type
banana,brown,orange pear,0.025,0.0075,0.048,color-and-type
banana,brown,orange pepper,0.049,0.0141176470588235,0.0965,color-and-type
banana,brown,purple carrot,0.044,0.01,0.08253125,color-and-type
banana,brown,purple tomato,0.004,0,0.00875,color-and-type
banana,brown,red apple,0.018,0.00818181818181818,0.0277272727272727,color-and-type
banana,brown,red avocado,0.01,0.00125,0.024375,color-and-type
banana,brown,red pepper,0.025,0.00333333333333333,0.0541875,color-and-type
banana,brown,red tomato,0.034,0.00498214285714286,0.0778571428571429,color-and-type
banana,brown,yellow banana,0.3,0.2633109375,0.3393828125,color-and-type
banana,brown,yellow pear,0.045,0.0185595238095238,0.0785714285714286,color-and-type
banana,yellow,black avocado,0.046,0.0215384615384615,0.0730769230769231,color-and-type
banana,yellow,black pepper,0.044,0.0122727272727273,0.0809204545454545,color-and-type
banana,yellow,blue apple,0.029,0.00925925925925926,0.0533518518518518,color-and-type
banana,yellow,blue banana,0.162,0.13455625,0.190628125,color-and-type
banana,yellow,brown banana,0.224,0.1926828125,0.2567515625,color-and-type
banana,yellow,brown carrot,0.028,0.005625,0.058125,color-and-type
banana,yellow,green apple,0.05,0.00928571428571429,0.118589285714286,color-and-type
banana,yellow,green avocado,0.055,0.0157894736842105,0.117907894736842,color-and-type
banana,yellow,green pear,0.091,0.0129411764705882,0.2,color-and-type
banana,yellow,green pepper,0.056,0.0221052631578947,0.0963421052631579,color-and-type
banana,yellow,green tomato,0.039,0.00444444444444445,0.0977777777777778,color-and-type
banana,yellow,orange carrot,0.029,0.00888888888888889,0.0561111111111111,color-and-type
banana,yellow,orange pear,0.015,0.00214285714285714,0.035,color-and-type
banana,yellow,orange pepper,0.045,0.014,0.0860166666666667,color-and-type
banana,yellow,purple carrot,0.061,0.0125,0.120833333333333,color-and-type
banana,yellow,purple tomato,0.162,0.005,0.45,color-and-type
banana,yellow,red apple,0.028,0.0115384615384615,0.05,color-and-type
banana,yellow,red avocado,0.022,0.00625,0.04375,color-and-type
banana,yellow,red pepper,0.03,0.0119047619047619,0.0561904761904762,color-and-type
banana,yellow,red tomato,0.024,0.0075,0.043125,color-and-type
banana,yellow,yellow banana,0.975,0.957496875,0.9846890625,color-and-type
banana,yellow,yellow pear,0.068,0.0225,0.123125,color-and-type
carrot,brown,black avocado,0.018,0.00384615384615385,0.04,color-and-type
carrot,brown,black pepper,0.041,0.0183333333333333,0.0644444444444444,color-and-type
carrot,brown,blue apple,0.035,0.0110526315789474,0.0678947368421053,color-and-type
carrot,brown,blue banana,0.013,0.005975,0.022,color-and-type
carrot,brown,brown banana,0.011,0.00285714285714286,0.02,color-and-type
carrot,brown,brown carrot,0.875,0.839684375,0.907625,color-and-type
carrot,brown,green apple,0.044,0.0055,0.1185,color-and-type
carrot,brown,green avocado,0.03,0.0108333333333333,0.0533333333333333,color-and-type
carrot,brown,green pear,0.027,0.002,0.073,color-and-type
carrot,brown,green pepper,0.06,0.00933333333333333,0.141333333333333,color-and-type
carrot,brown,green tomato,0.021,0.008125,0.0375,color-and-type
carrot,brown,orange carrot,0.238,0.2025609375,0.272878125,color-and-type
carrot,brown,orange pear,0.044,0.005,0.100025,color-and-type
carrot,brown,orange pepper,0.102,0.025,0.191025,color-and-type
carrot,brown,purple carrot,0.205,0.138985,0.27461,color-and-type
carrot,brown,purple tomato,0.116,0.0275,0.23015625,color-and-type
carrot,brown,red apple,0.04,0.00331666666666667,0.101366666666667,color-and-type
carrot,brown,red avocado,0.02,0.006859375,0.036265625,color-and-type
carrot,brown,red pepper,0.027,0.01,0.0485714285714286,color-and-type
carrot,brown,red tomato,0.063,0.026875,0.105,color-and-type
carrot,brown,yellow banana,0.005,0,0.012,color-and-type
carrot,brown,yellow pear,0.037,0.00665277777777778,0.081125,color-and-type
carrot,orange,black avocado,0.025,0.00357142857142857,0.0557321428571428,color-and-type
carrot,orange,black pepper,0.019,0.005625,0.033125,color-and-type
carrot,orange,blue apple,0.033,0.0114875,0.0600125,color-and-type
carrot,orange,blue banana,0.032,0.0105882352941176,0.0564705882352941,color-and-type
carrot,orange,brown banana,0.024,0.00625,0.045015625,color-and-type
carrot,orange,brown carrot,0.249,0.208875,0.2860078125,color-and-type
carrot,orange,green apple,0.049,0.00944444444444444,0.111111111111111,color-and-type
carrot,orange,green avocado,0.024,0.00181818181818182,0.0518181818181818,color-and-type
carrot,orange,green pear,0.019,0.00428571428571429,0.0371428571428571,color-and-type
carrot,orange,green pepper,0.013,0.00545454545454545,0.02,color-and-type
carrot,orange,green tomato,0.023,0.006875,0.0425,color-and-type
carrot,orange,orange carrot,0.971,0.95518125,0.9833765625,color-and-type
carrot,orange,orange pear,0.044,0.0126086956521739,0.0826195652173913,color-and-type
carrot,orange,orange pepper,0.061,0.0185714285714286,0.11075,color-and-type
carrot,orange,purple carrot,0.119,0.0699947916666667,0.172098958333333,color-and-type
carrot,orange,purple tomato,0.083,0,0.237520833333333,color-and-type
carrot,orange,red apple,0.033,0.00470588235294118,0.0682647058823529,color-and-type
carrot,orange,red avocado,0.035,0.00928571428571429,0.0757142857142857,color-and-type
carrot,orange,red pepper,0.011,0.00569642857142857,0.0178571428571429,color-and-type
carrot,orange,red tomato,0.11,0.00928571428571429,0.262196428571429,color-and-type
carrot,orange,yellow banana,0.066,0.012125,0.132857142857143,color-and-type
carrot,orange,yellow pear,0.039,0.0141029411764706,0.0729411764705882,color-and-type
carrot,purple,black avocado,0.041,0.005,0.093025,color-and-type
carrot,purple,black pepper,0.03,0.00909090909090909,0.0632159090909091,color-and-type
carrot,purple,blue apple,0.042,0.00545454545454545,0.0800227272727272,color-and-type
carrot,purple,blue banana,0.039,0.0108333333333333,0.0758541666666667,color-and-type
carrot,purple,brown banana,0.027,0.00636363636363636,0.0518409090909091,color-and-type
carrot,purple,brown carrot,0.161,0.132184375,0.1929421875,color-and-type
carrot,purple,green apple,0.012,0.00357142857142857,0.0221607142857143,color-and-type
carrot,purple,green avocado,0.039,0.0130769230769231,0.0715576923076923,color-and-type
carrot,purple,green pear,0.041,0.0117647058823529,0.0752941176470588,color-and-type
carrot,purple,green pepper,0.04,0.011,0.069025,color-and-type
carrot,purple,green tomato,0.01,0.003,0.018,color-and-type
carrot,purple,orange carrot,0.16,0.1323,0.1891875,color-and-type
carrot,purple,orange pear,0.062,0.0190909090909091,0.114545454545455,color-and-type
carrot,purple,orange pepper,0.026,0.005625,0.060640625,color-and-type
carrot,purple,purple carrot,0.86,0.772820652173913,0.928929347826087,color-and-type
carrot,purple,purple tomato,0.039,0.00571428571428571,0.0914285714285714,color-and-type
carrot,purple,red apple,0.066,0.0114285714285714,0.160035714285714,color-and-type
carrot,purple,red avocado,0.039,0.0106666666666667,0.0760166666666666,color-and-type
carrot,purple,red pepper,0.015,0.00536538461538462,0.0246153846153846,color-and-type
carrot,purple,red tomato,0.019,0.00857142857142857,0.0292857142857143,color-and-type
carrot,purple,yellow banana,0.024,0.009,0.047,color-and-type
carrot,purple,yellow pear,0.064,0.0218181818181818,0.114545454545455,color-and-type
pear,green,black avocado,0.045,0.0180952380952381,0.0804880952380952,color-and-type
pear,green,black pepper,0.081,0.0288888888888889,0.140569444444444,color-and-type
pear,green,blue apple,0.032,0.00769230769230769,0.0646153846153846,color-and-type
pear,green,blue banana,0.025,0.004,0.0593333333333333,color-and-type
pear,green,brown banana,0.024,0.00666666666666667,0.0541666666666667,color-and-type
pear,green,brown carrot,0.025,0.0125,0.04,color-and-type
pear,green,green apple,0.209,0.13725,0.295477272727273,color-and-type
pear,green,green avocado,0.108,0.0366666666666667,0.1941875,color-and-type
pear,green,green pear,0.943,0.920059375,0.96500625,color-and-type
pear,green,green pepper,0.149,0.0128392857142857,0.325,color-and-type
pear,green,green tomato,0.055,0.00998076923076923,0.120807692307692,color-and-type
pear,green,orange carrot,0.102,0.003,0.287025,color-and-type
pear,green,orange pear,0.224,0.1919359375,0.262128125,color-and-type
pear,green,orange pepper,0.035,0.0176730769230769,0.0561538461538462,color-and-type
pear,green,purple carrot,0.01,0.002,0.019,color-and-type
pear,green,purple tomato,0.049,0.01875,0.08125,color-and-type
pear,green,red apple,0.003,0,0.00727272727272727,color-and-type
pear,green,red avocado,0.014,0.000886363636363638,0.0336363636363636,color-and-type
pear,green,red pepper,0.044,0.0184615384615385,0.0761538461538462,color-and-type
pear,green,red tomato,0.02,0.003,0.039,color-and-type
pear,green,yellow banana,0.055,0.0208863636363636,0.0882045454545454,color-and-type
pear,green,yellow pear,0.492,0.444178125,0.5381921875,color-and-type
pear,orange,black avocado,0.097,0.0328392857142857,0.190732142857143,color-and-type
pear,orange,black pepper,0.033,0.00866666666666667,0.0640166666666667,color-and-type
pear,orange,blue apple,0.023,0.00736842105263158,0.0442105263157895,color-and-type
pear,orange,blue banana,0.027,0.0095,0.0495125,color-and-type
pear,orange,brown banana,0.012,0.00142857142857143,0.0271428571428571,color-and-type
pear,orange,brown carrot,0.073,0.02059375,0.14125,color-and-type
pear,orange,green apple,0.031,0.0146428571428571,0.0521607142857143,color-and-type
pear,orange,green avocado,0.031,0.006,0.058025,color-and-type
pear,orange,green pear,0.197,0.168175,0.229690625,color-and-type
pear,orange,green pepper,0.041,0.015625,0.070015625,color-and-type
pear,orange,green tomato,0.025,0.00764705882352941,0.0470588235294118,color-and-type
pear,orange,orange carrot,0.04,0.0152631578947368,0.07,color-and-type
pear,orange,orange pear,0.855,0.8099265625,0.89663125,color-and-type
pear,orange,orange pepper,0.101,0.0472222222222222,0.161111111111111,color-and-type
pear,orange,purple carrot,0.014,0.000999999999999999,0.036,color-and-type
pear,orange,purple tomato,0.035,0.009,0.07,color-and-type
pear,orange,red apple,0.09,0.0323690476190476,0.160488095238095,color-and-type
pear,orange,red avocado,0.065,0.0161153846153846,0.135403846153846,color-and-type
pear,orange,red pepper,0.069,0.0333333333333333,0.118354166666667,color-and-type
pear,orange,red tomato,0.072,0.0258125,0.1250625,color-and-type
pear,orange,yellow banana,0.048,0.00692307692307692,0.1085,color-and-type
pear,orange,yellow pear,0.277,0.2408109375,0.31556875,color-and-type
pear,yellow,black avocado,0.016,0.00631578947368421,0.0284210526315789,color-and-type
pear,yellow,black pepper,0.012,0.003125,0.021875,color-and-type
pear,yellow,blue apple,0.013,0.00444444444444445,0.0233333333333333,color-and-type
pear,yellow,blue banana,0.018,0.00615384615384615,0.0300192307692308,color-and-type
pear,yellow,brown banana,0.094,0.0461538461538462,0.143076923076923,color-and-type
pear,yellow,brown carrot,0.054,0.0105,0.1270125,color-and-type
pear,yellow,green apple,0.046,0.00444444444444445,0.0995,color-and-type
pear,yellow,green avocado,0.044,0.0111111111111111,0.0855555555555556,color-and-type
pear,yellow,green pear,0.368,0.324296875,0.410003125,color-and-type
pear,yellow,green pepper,0.083,0.0177777777777778,0.182222222222222,color-and-type
pear,yellow,green tomato,0.026,0.00459615384615385,0.0630769230769231,color-and-type
pear,yellow,orange carrot,0.043,0.0177272727272727,0.0722954545454545,color-and-type
pear,yellow,orange pear,0.436,0.3932265625,0.4801328125,color-and-type
pear,yellow,orange pepper,0.09,0.0407692307692308,0.15,color-and-type
pear,yellow,purple carrot,0.015,0.00166666666666667,0.0383333333333333,color-and-type
pear,yellow,purple tomato,0.1,0,0.22,color-and-type
pear,yellow,red apple,0.066,0.019975,0.125,color-and-type
pear,yellow,red avocado,0.023,0.00421052631578947,0.0473815789473684,color-and-type
pear,yellow,red pepper,0.028,0.00578947368421052,0.0573815789473684,color-and-type
pear,yellow,red tomato,0.055,0.0104642857142857,0.129047619047619,color-and-type
pear,yellow,yellow banana,0.056,0.0169230769230769,0.106173076923077,color-and-type
pear,yellow,yellow pear,0.943,0.9237421875,0.961509375,color-and-type
pepper,black,black avocado,0.049,0.0147236842105263,0.0910526315789474,color-and-type
pepper,black,black pepper,0.877,0.830695255474453,0.916801094890511,color-and-type
pepper,black,blue apple,0.03,0.00833333333333333,0.0608333333333333,color-and-type
pepper,black,blue banana,0.013,0.00333333333333333,0.025,color-and-type
pepper,black,brown banana,0.029,0.0111111111111111,0.0555555555555556,color-and-type
pepper,black,brown carrot,0.032,0.00466666666666667,0.06735,color-and-type
pepper,black,green apple,0.007,0.000909090909090909,0.0190909090909091,color-and-type
pepper,black,green avocado,0.043,0.0156521739130435,0.0778260869565217,color-and-type
pepper,black,green pear,0.074,0.023,0.134,color-and-type
pepper,black,green pepper,0.206,0.173426573426573,0.240281468531469,color-and-type
pepper,black,green tomato,0.02,0.00526315789473684,0.0405394736842105,color-and-type
pepper,black,orange carrot,0.03,0.01125,0.050625,color-and-type
pepper,black,orange pear,0.056,0.0177638888888889,0.108888888888889,color-and-type
pepper,black,orange pepper,0.138,0.107725177304965,0.167310283687943,color-and-type
pepper,black,purple carrot,0.038,0.0122884615384615,0.06925,color-and-type
pepper,black,purple tomato,0.138,0,0.414,color-and-type
pepper,black,red apple,0.031,0.0121052631578947,0.0552631578947368,color-and-type
pepper,black,red avocado,0.037,0.0107142857142857,0.0728571428571429,color-and-type
pepper,black,red pepper,0.184,0.150581439393939,0.218653409090909,color-and-type
pepper,black,red tomato,0.04,0.01,0.0866875,color-and-type
pepper,black,yellow banana,0.046,0.0192307692307692,0.0784615384615385,color-and-type
pepper,black,yellow pear,0.033,0.00357142857142857,0.0800178571428571,color-and-type
pepper,green,black avocado,0.053,0.0256413043478261,0.0856521739130435,color-and-type
pepper,green,black pepper,0.157,0.122191176470588,0.192439338235294,color-and-type
pepper,green,blue apple,0.006,0.00133333333333333,0.0113333333333333,color-and-type
pepper,green,blue banana,0.048,0.0135714285714286,0.0985714285714286,color-and-type
pepper,green,brown banana,0.039,0.0194117647058824,0.0629558823529412,color-and-type
pepper,green,brown carrot,0.007,0.000909090909090909,0.0163636363636364,color-and-type
pepper,green,green apple,0.135,0.0429411764705882,0.252985294117647,color-and-type
pepper,green,green avocado,0.186,0.0624791666666667,0.343395833333333,color-and-type
pepper,green,green pear,0.235,0.0493333333333333,0.450016666666667,color-and-type
pepper,green,green pepper,0.968,0.953791379310345,0.980277586206897,color-and-type
pepper,green,green tomato,0.186,0.0633333333333333,0.353375,color-and-type
pepper,green,orange carrot,0.021,0,0.046025,color-and-type
pepper,green,orange pear,0.047,0.0142857142857143,0.0842857142857143,color-and-type
pepper,green,orange pepper,0.196,0.160426258992806,0.232447841726619,color-and-type
pepper,green,purple carrot,0.012,0.00333333333333333,0.0244444444444444,color-and-type
pepper,green,purple tomato,0.007,0,0.02,color-and-type
pepper,green,red apple,0.012,0.005,0.019,color-and-type
pepper,green,red avocado,0.042,0.015,0.0738888888888889,color-and-type
pepper,green,red pepper,0.21,0.171193609022556,0.249105263157895,color-and-type
pepper,green,red tomato,0.058,0.0247236842105263,0.0989605263157895,color-and-type
pepper,green,yellow banana,0.022,0.003,0.049,color-and-type
pepper,green,yellow pear,0.021,0.005625,0.040015625,color-and-type
pepper,orange,black avocado,0.035,0.0055,0.0860125,color-and-type
pepper,orange,black pepper,0.17,0.139214285714286,0.2022875,color-and-type
pepper,orange,blue apple,0.042,0.00333333333333333,0.111333333333333,color-and-type
pepper,orange,blue banana,0.011,0.00285714285714286,0.0200178571428571,color-and-type
pepper,orange,brown banana,0.062,0.01,0.155789473684211,color-and-type
pepper,orange,brown carrot,0.026,0.00652173913043478,0.0482717391304348,color-and-type
pepper,orange,green apple,0.011,0.003,0.02,color-and-type
pepper,orange,green avocado,0.043,0.0109523809523809,0.0924047619047619,color-and-type
pepper,orange,green pear,0.086,0.0441666666666667,0.132927083333333,color-and-type
pepper,orange,green pepper,0.219,0.184744604316547,0.252523381294964,color-and-type
pepper,orange,green tomato,0.072,0.0305263157894737,0.125263157894737,color-and-type
pepper,orange,orange carrot,0.116,0.0469875,0.202,color-and-type
pepper,orange,orange pear,0.178,0.0549791666666667,0.348395833333333,color-and-type
pepper,orange,orange pepper,0.891,0.850273381294964,0.930935251798561,color-and-type
pepper,orange,purple carrot,0.029,0.00666666666666667,0.0540166666666667,color-and-type
pepper,orange,purple tomato,0.046,0.0133333333333333,0.0800277777777778,color-and-type
pepper,orange,red apple,0.021,0.00714285714285714,0.0395357142857143,color-and-type
pepper,orange,red avocado,0.055,0.02,0.103884615384615,color-and-type
pepper,orange,red pepper,0.344,0.2994,0.38787962962963,color-and-type
pepper,orange,red tomato,0.111,0.0299791666666667,0.209614583333333,color-and-type
pepper,orange,yellow banana,0.038,0.0172222222222222,0.0633472222222222,color-and-type
pepper,orange,yellow pear,0.074,0.014359375,0.15940625,color-and-type
pepper,red,black avocado,0.051,0.0141666666666667,0.0975208333333333,color-and-type
pepper,red,black pepper,0.17,0.137825539568345,0.202169064748201,color-and-type
pepper,red,blue apple,0.012,0.00428571428571429,0.0214464285714286,color-and-type
pepper,red,blue banana,0.013,0.00545454545454545,0.0218181818181818,color-and-type
pepper,red,brown banana,0.027,0.00956521739130435,0.0495760869565217,color-and-type
pepper,red,brown carrot,0.029,0.0111111111111111,0.0555694444444444,color-and-type
pepper,red,green apple,0.039,0.0183333333333333,0.0622222222222222,color-and-type
pepper,red,green avocado,0.043,0.0190681818181818,0.0718181818181818,color-and-type
pepper,red,green pear,0.046,0.0166666666666667,0.0814404761904762,color-and-type
pepper,red,green pepper,0.221,0.184085766423358,0.260293795620438,color-and-type
pepper,red,green tomato,0.038,0.0075,0.0758333333333333,color-and-type
pepper,red,orange carrot,0.022,0.00714285714285714,0.0414285714285714,color-and-type
pepper,red,orange pear,0.056,0.0304761904761905,0.0871547619047619,color-and-type
pepper,red,orange pepper,0.296,0.257443430656934,0.338197080291971,color-and-type
pepper,red,purple carrot,0.026,0,0.0714285714285714,color-and-type
pepper,red,purple tomato,0.073,0.00333333333333333,0.19,color-and-type
pepper,red,red apple,0.082,0.0238461538461539,0.151538461538462,color-and-type
pepper,red,red avocado,0.06,0.00545454545454545,0.146386363636364,color-and-type
pepper,red,red pepper,0.961,0.938064285714286,0.978930357142857,color-and-type
pepper,red,red tomato,0.261,0.148475,0.398525,color-and-type
pepper,red,yellow banana,0.028,0.0107692307692308,0.0461538461538462,color-and-type
pepper,red,yellow pear,0.066,0.0230576923076923,0.116923076923077,color-and-type
tomato,green,black avocado,0.032,0.0117647058823529,0.0535294117647059,color-and-type
tomato,green,black pepper,0.022,0.00586764705882353,0.0405882352941176,color-and-type
tomato,green,blue apple,0.096,0.00946052631578947,0.212631578947368,color-and-type
tomato,green,blue banana,0.052,0.010625,0.1125,color-and-type
tomato,green,brown banana,0.016,0.007,0.027,color-and-type
tomato,green,brown carrot,0.046,0.0166666666666667,0.0911111111111111,color-and-type
tomato,green,green apple,0.335,0.112875,0.602125,color-and-type
tomato,green,green avocado,0.083,0.027975,0.15405,color-and-type
tomato,green,green pear,0.037,0.00833333333333333,0.0700208333333333,color-and-type
tomato,green,green pepper,0.196,0.098475,0.30355,color-and-type
tomato,green,green tomato,0.937,0.9077484375,0.962384375,color-and-type
tomato,green,orange carrot,0.017,0.00642857142857143,0.0292857142857143,color-and-type
tomato,green,orange pear,0.041,0.004,0.093,color-and-type
tomato,green,orange pepper,0.105,0.0481818181818182,0.168204545454545,color-and-type
tomato,green,purple carrot,0.048,0.00444444444444445,0.107833333333333,color-and-type
tomato,green,purple tomato,0.104,0.0622594339622642,0.148122641509434,color-and-type
tomato,green,red apple,0.096,0.0347717391304348,0.168717391304348,color-and-type
tomato,green,red avocado,0.046,0.00571428571428571,0.114303571428571,color-and-type
tomato,green,red pepper,0.033,0.0152631578947368,0.0563157894736842,color-and-type
tomato,green,red tomato,0.239,0.2066796875,0.272565625,color-and-type
tomato,green,yellow banana,0.053,0.0194117647058824,0.100014705882353,color-and-type
tomato,green,yellow pear,0.039,0.015,0.06625,color-and-type
tomato,purple,black avocado,0.017,0.00578947368421053,0.0315789473684211,color-and-type
tomato,purple,black pepper,0.03,0.0092,0.0572,color-and-type
tomato,purple,blue apple,0.079,0.0358333333333333,0.127520833333333,color-and-type
tomato,purple,blue banana,0.052,0.00998214285714286,0.100714285714286,color-and-type
tomato,purple,brown banana,0.016,0.00266666666666667,0.044,color-and-type
tomato,purple,brown carrot,0.055,0.0107142857142857,0.112160714285714,color-and-type
tomato,purple,green apple,0.058,0.022,0.108683333333333,color-and-type
tomato,purple,green avocado,0.03,0.008,0.058,color-and-type
tomato,purple,green pear,0.016,0.005,0.0322222222222222,color-and-type
tomato,purple,green pepper,0.014,0.00214285714285714,0.0335714285714286,color-and-type
tomato,purple,green tomato,0.158,0.1303671875,0.1883140625,color-and-type
tomato,purple,orange carrot,0.012,0.00411764705882353,0.0217794117647059,color-and-type
tomato,purple,orange pear,0.026,0.00611111111111111,0.0511111111111111,color-and-type
tomato,purple,orange pepper,0.037,0.00736842105263158,0.0752763157894737,color-and-type
tomato,purple,purple carrot,0.006,0.00108333333333333,0.0111111111111111,color-and-type
tomato,purple,purple tomato,0.816,0.724462765957447,0.89831914893617,color-and-type
tomato,purple,red apple,0.027,0.01,0.0466666666666667,color-and-type
tomato,purple,red avocado,0.061,0.0149791666666667,0.115041666666667,color-and-type
tomato,purple,red pepper,0.038,0.0126086956521739,0.0726086956521739,color-and-type
tomato,purple,red tomato,0.218,0.1807453125,0.2543140625,color-and-type
tomato,purple,yellow banana,0.026,0.0083125,0.0466666666666667,color-and-type
tomato,purple,yellow pear,0.031,0.0114285714285714,0.055,color-and-type
tomato,red,black avocado,0.044,0.0136842105263158,0.086328947368421,color-and-type
tomato,red,black pepper,0.125,0.043109375,0.25753125,color-and-type
tomato,red,blue apple,0.024,0,0.0626666666666667,color-and-type
tomato,red,blue banana,0.023,0.0075,0.0400125,color-and-type
tomato,red,brown banana,0.026,0.00866666666666667,0.048,color-and-type
tomato,red,brown carrot,0.017,0.00166666666666667,0.0408541666666666,color-and-type
tomato,red,green apple,0.051,0.0110526315789474,0.116328947368421,color-and-type
tomato,red,green avocado,0.022,0.00831944444444445,0.0394444444444444,color-and-type
tomato,red,green pear,0.034,0.0152794117647059,0.0547058823529412,color-and-type
tomato,red,green pepper,0.024,0.0121428571428571,0.0371428571428571,color-and-type
